"Udic"|"22142364"|"8970633"
"Udic"|"22142368"|"8970636"
"Udic"|"22142369"|"8970637"
"Udic"|"22142370"|"8970638"
"Udic"|"22142382"|"8970649"
"Udic"|"22142383"|"8970650"
"Udic"|"22142384"|"8970651"
"Udic"|"22142386"|"8970653"
"Udic"|"22142387"|"8970654"
"Udic"|"22142390"|"8970657"
"Udic"|"22142391"|"8970658"
"Udic"|"22142393"|"8970659"
"Udic"|"22142395"|"8970660"
"Udic"|"22142396"|"8970661"
"Udic"|"22142398"|"8970663"
"Udic"|"22142399"|"8970664"
"Udic"|"22142401"|"8970666"
"Udic"|"22142402"|"8970667"
"Udic"|"22142403"|"8970668"
"Udic"|"22142404"|"8970669"
"Udic"|"22142417"|"8970680"
"Udic"|"22142424"|"8970687"
"Aquic"|"22142429"|"8970690"
"Udic"|"22142430"|"8970691"
"Udic"|"22142431"|"8970692"
"Udic"|"22142432"|"8970693"
"Udic"|"22142433"|"8970694"
"Udic"|"22142435"|"8970696"
"Udic"|"22142436"|"8970697"
"Udic"|"22142437"|"8970698"
"Udic"|"22142438"|"8970699"
"Udic"|"22142439"|"8970700"
"Udic"|"22142440"|"8970701"
"Udic"|"22142441"|"8970702"
"Udic"|"22142442"|"8970703"
"Udic"|"22142443"|"8970704"
"Udic"|"22142444"|"8970705"
"Udic"|"22142446"|"8970706"
"Udic"|"22142448"|"8970707"
"Udic"|"22142449"|"8970708"
"Udic"|"22142450"|"8970709"
"Udic"|"22142451"|"8970710"
"Udic"|"22142452"|"8970711"
"Udic"|"22142454"|"8970712"
"Udic"|"22142462"|"8970717"
"Udic"|"22142463"|"8970718"
"Udic"|"22142464"|"8970719"
"Udic"|"22142465"|"8970720"
"Udic"|"22142466"|"8970721"
"Udic"|"22142469"|"8970724"
"Udic"|"22142471"|"8970725"
"Udic"|"22142475"|"8970726"
"Udic"|"22142476"|"8970727"
"Udic"|"22142478"|"8970728"
"Udic"|"22142480"|"8970729"
"Udic"|"22142483"|"8970731"
"Udic"|"22142485"|"8970732"
"Aquic"|"22142486"|"8970733"
"Udic"|"22142487"|"8970734"
"Udic"|"22142488"|"8970735"
"Udic"|"22142489"|"8970736"
"Udic"|"22142490"|"8970737"
"Udic"|"22142491"|"8970738"
"Udic"|"22142492"|"8970739"
"Udic"|"22142493"|"8970740"
"Udic"|"22142494"|"8970741"
"Udic"|"22142495"|"8970742"
"Udic"|"22142497"|"8970743"
"Udic"|"22142498"|"8970744"
"Udic"|"22142501"|"8970746"
"Udic"|"22142502"|"8970747"
"Udic"|"22142503"|"8970748"
"Aquic"|"22142504"|"8970749"
